Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Premium_Amount,Insured_Amount,Property_Age,Insured_Date,Claim_ID,Claim_Date,Claim_Amount,Fraudulent_Claim,Claim_History,Risk_Score
da190199-7f3a-4fad-adea-ebad0ff5b0e8,26,Female,Health,56313.78,4139.47,68960.43,0,2022-09-12,5823858e-f7ee-411b-82b7-015f1adf22b5,2024-12-14,12127.72,0,3,Medium
19dd24e1-9fe1-4493-9615-90e559cddbd8,32,Male,Life,48454.98,1387.33,14309.32,0,2023-06-13,NoClaim,,0.0,0,0,Low
a263403a-cdd2-406c-bfea-fb36f3e23fc1,69,Female,Life,56704.92,2995.76,52592.05,0,2023-12-27,NoClaim,,0.0,0,0,Low
f4ef3806-e967-4f42-9414-ac07715afd26,49,Female,Property,65356.69,2150.08,41490.14,12,2022-04-23,a8e40d90-430b-4d78-8fdf-144eddeb4330,2022-11-28,9875.85,0,5,High
f4ef3806-e967-4f42-9414-ac07715afd26,49,Female,Property,65356.69,2150.08,41490.14,12,2022-04-23,c5578875-a69b-401e-9b50-90ce0f1598de,2024-02-14,1252.68,0,5,High
f4ef3806-e967-4f42-9414-ac07715afd26,49,Female,Property,65356.69,2150.08,41490.14,12,2022-04-23,94643423-4c4a-44cd-99e1-7cadb34531fc,2024-05-01,13532.92,0,5,High
f4ef3806-e967-4f42-9414-ac07715afd26,49,Female,Property,65356.69,2150.08,41490.14,12,2022-04-23,ae2e78f1-087c-41cd-a785-7418fb34518d,2024-03-01,4702.04,0,5,High
f4ef3806-e967-4f42-9414-ac07715afd26,49,Female,Property,65356.69,2150.08,41490.14,12,2022-04-23,2385e2c5-0bee-45d5-b584-b9bd8f0d752c,2024-04-05,9993.41,0,5,High
d563e000-04cb-415f-8b00-c4fc5fee1bf4,76,Male,Life,28626.0,721.13,9042.34,0,2021-12-29,NoClaim,,0.0,0,0,Low
3053dc3c-7420-46ae-8629-397f8d28844d,56,Female,Auto,78956.11,2514.51,50233.42,26,2020-11-10,322594ce-0beb-4f10-90b9-060d81b0825a,2021-12-29,1792.26,0,2,Medium
3053dc3c-7420-46ae-8629-397f8d28844d,56,Female,Auto,78956.11,2514.51,50233.42,26,2020-11-10,91c194a3-283a-4ea9-a38f-a2c7761dbdd7,2022-12-09,22569.27,1,2,Medium
4d487a61-3869-496a-9dfb-05e54acc95ad,49,Female,Property,48369.96,3785.3,51774.73,19,2020-07-29,NoClaim,,0.0,0,0,Low
fe509ed1-a67e-4cd5-ae8d-779d3ca65b88,39,Female,Life,71597.11,6004.68,69096.89,0,2024-09-10,NoClaim,,0.0,0,0,Low
d590ad2b-3bd6-4f97-ae52-b3d414811349,33,Male,Life,43548.72,3348.55,60591.98,0,2024-12-03,NoClaim,,0.0,0,0,Low
7d1d8697-4b63-4402-b186-507882a55d80,24,Male,Auto,49765.48,2578.14,39129.73,7,2022-03-07,e00dee39-f4dc-4446-baca-b2fbc7b1d5a6,2022-08-27,3330.62,0,4,High
7d1d8697-4b63-4402-b186-507882a55d80,24,Male,Auto,49765.48,2578.14,39129.73,7,2022-03-07,aae4bb59-db32-46ca-8f42-abb6b52d6ea7,2025-01-16,11071.6,0,4,High
7d1d8697-4b63-4402-b186-507882a55d80,24,Male,Auto,49765.48,2578.14,39129.73,7,2022-03-07,1cb71b10-6163-4c40-b202-6aa629d0469b,2024-09-02,16898.45,0,4,High
7d1d8697-4b63-4402-b186-507882a55d80,24,Male,Auto,49765.48,2578.14,39129.73,7,2022-03-07,da4e516f-bf39-4628-9ecd-8d5d4d62a471,2022-12-15,3684.7,0,4,High
75e713ec-8bfc-4a24-9002-ee35419224f4,54,Female,Property,41445.74,3235.94,61389.28,23,2021-12-29,8b3df09f-9e42-47bf-923b-387262bf49a6,2022-05-11,21904.47,0,1,Medium
2746f4ad-b686-44ca-974a-3504117a308c,52,Male,Auto,40193.15,2937.32,29521.89,13,2024-08-09,c78047d9-ef21-45fe-b383-6810e6a39751,2026-12-02,2513.08,0,3,Medium
2746f4ad-b686-44ca-974a-3504117a308c,52,Male,Auto,40193.15,2937.32,29521.89,13,2024-08-09,3b17846f-8626-4eb7-8ca0-d341e072eed1,2025-10-13,12324.63,0,3,Medium
2746f4ad-b686-44ca-974a-3504117a308c,52,Male,Auto,40193.15,2937.32,29521.89,13,2024-08-09,4da7455c-ff7e-4eaf-98bf-840b29b7de82,2026-07-27,2680.07,0,3,Medium
0234a902-1071-4898-aba9-bd30f37dfb7b,68,Female,Health,73180.1,5158.55,92586.15,0,2021-08-03,c1b795fe-d077-4786-9f3a-21aa99a72bfa,2021-09-18,42219.71,1,4,High
0234a902-1071-4898-aba9-bd30f37dfb7b,68,Female,Health,73180.1,5158.55,92586.15,0,2021-08-03,c945c99f-1fdf-4b75-893d-35d84586057b,2022-02-06,5532.59,1,4,High
0234a902-1071-4898-aba9-bd30f37dfb7b,68,Female,Health,73180.1,5158.55,92586.15,0,2021-08-03,53cf95e3-ffda-4ecf-a4be-b02862adeecf,2023-02-01,14625.02,0,4,High
0234a902-1071-4898-aba9-bd30f37dfb7b,68,Female,Health,73180.1,5158.55,92586.15,0,2021-08-03,975b7225-d8db-4019-a6c4-384526b48e71,2024-07-28,17947.61,0,4,High
0063f431-cdb8-415c-8f98-e072e21fad0d,66,Female,Property,56406.08,5476.44,101479.02,30,2024-07-08,d646227d-608f-4c1c-92e8-d526f127f241,2026-02-23,23012.28,0,1,Medium
7ef6dfa6-91fc-4393-b254-5429c78d5ec2,57,Male,Health,60873.13,5490.14,95570.6,0,2020-09-10,2b2e2f0c-b80b-482a-a421-39fe52afa54e,2023-04-18,27992.51,0,3,Medium
7ef6dfa6-91fc-4393-b254-5429c78d5ec2,57,Male,Health,60873.13,5490.14,95570.6,0,2020-09-10,b4e43963-fdae-4aa1-ae54-adb6b42203b8,2023-01-15,12232.97,0,3,Medium
7ef6dfa6-91fc-4393-b254-5429c78d5ec2,57,Male,Health,60873.13,5490.14,95570.6,0,2020-09-10,dd58d2b8-22f9-4d8b-ad71-85e8cf936ad0,2020-11-14,18933.67,0,3,Medium
732ae967-ebbe-4e9b-9301-82eea29f5449,18,Male,Health,42855.45,3585.43,67764.87,0,2020-09-19,852e45f5-a9dc-4915-9d16-25ad6d3aa949,2021-03-17,14401.07,0,4,High
732ae967-ebbe-4e9b-9301-82eea29f5449,18,Male,Health,42855.45,3585.43,67764.87,0,2020-09-19,74edd8d0-52af-49d0-a44d-d24b4ca0677f,2021-08-19,27819.6,0,4,High
732ae967-ebbe-4e9b-9301-82eea29f5449,18,Male,Health,42855.45,3585.43,67764.87,0,2020-09-19,f61c0d3c-2c31-4a02-9d40-979cab60ffd9,2023-02-03,9924.93,0,4,High
732ae967-ebbe-4e9b-9301-82eea29f5449,18,Male,Health,42855.45,3585.43,67764.87,0,2020-09-19,b0848dcf-6478-4aeb-a775-1532f717d735,2023-07-18,4204.0,0,4,High
2cc73c0e-c9c9-49c1-bcd6-58b707d395ab,50,Female,Life,68243.65,1830.83,19254.47,0,2023-01-02,NoClaim,,0.0,0,0,Low
c2bbdc81-a062-40d4-8a0b-f309ab0fb3a0,64,Female,Life,40936.92,3196.65,63161.16,0,2025-03-09,NoClaim,,0.0,0,0,Low
f4a1b30c-82a7-47e4-9ef2-2bc613c33025,47,Male,Life,53332.52,1401.39,14369.19,0,2022-07-27,NoClaim,,0.0,0,0,Low
21278aa1-73e8-4f67-900a-066e7b4fd48b,40,Male,Life,34963.01,1843.12,21625.2,0,2020-07-12,NoClaim,,0.0,0,0,Low
78e546a7-bd41-42c9-95e5-50fd9242409f,51,Male,Health,74180.73,3144.87,61477.98,0,2021-04-07,NoClaim,,0.0,0,0,Low
5fb7c752-7170-476e-87c8-b606e33b3987,80,Male,Auto,78996.1,4231.66,52799.78,15,2024-08-20,59dc0cd2-a04a-4d4f-8b5e-a102dad0de90,2027-06-24,12500.45,0,1,Medium
2aeed270-1802-4d28-a99b-b441f59af179,79,Female,Life,51761.21,2959.39,48823.24,0,2021-08-18,0a16ca5e-50b0-4280-b3a1-1a7a44a3567e,2023-02-14,3132.88,0,5,High
2aeed270-1802-4d28-a99b-b441f59af179,79,Female,Life,51761.21,2959.39,48823.24,0,2021-08-18,e2c1ef65-a8d2-4d70-be3a-9e84969183a1,2022-08-18,159.83,0,5,High
2aeed270-1802-4d28-a99b-b441f59af179,79,Female,Life,51761.21,2959.39,48823.24,0,2021-08-18,e87ad8f4-dd69-43c6-bc76-6b38f9f277d4,2023-01-26,28079.62,0,5,High
2aeed270-1802-4d28-a99b-b441f59af179,79,Female,Life,51761.21,2959.39,48823.24,0,2021-08-18,6657df6b-b21d-4df4-a5c9-89d49e3232de,2022-02-23,7204.68,0,5,High
2aeed270-1802-4d28-a99b-b441f59af179,79,Female,Life,51761.21,2959.39,48823.24,0,2021-08-18,056d18c0-8dcf-4801-8c71-681823cadb9a,2023-08-07,8033.17,0,5,High
b9fe6521-244a-47d4-b730-04b26f20d6ad,50,Male,Property,76451.94,6548.2,106469.74,0,2024-03-14,NoClaim,,0.0,0,0,Low
98e0a5f3-78b5-408b-9900-855ef5b1216a,27,Male,Auto,52703.51,2398.96,44257.84,25,2021-12-16,d4d16e80-1488-4cad-8c56-c0f287cefb8d,2023-03-03,1028.23,0,3,Medium
98e0a5f3-78b5-408b-9900-855ef5b1216a,27,Male,Auto,52703.51,2398.96,44257.84,25,2021-12-16,e7d54f96-2c76-40bf-abce-4ff725decbb8,2024-01-13,9756.13,0,3,Medium
98e0a5f3-78b5-408b-9900-855ef5b1216a,27,Male,Auto,52703.51,2398.96,44257.84,25,2021-12-16,3e6a1759-56b8-4118-8ab9-2d434f44f325,2024-02-14,8106.42,0,3,Medium
5ec2679e-134e-46ef-8ceb-b37a691f00aa,54,Female,Life,63113.97,4170.19,72213.01,0,2022-01-01,e42887ee-7821-4221-9fcb-17ace9bdde61,2022-03-08,29648.15,0,1,Medium
93091c1f-491e-49c4-a1f7-d35114e82a0a,72,Female,Auto,50597.13,3174.78,47512.49,24,2021-02-14,f9ca5438-3b79-4380-a33a-2c33d82f0e5f,2021-12-05,176.11,0,3,Medium
93091c1f-491e-49c4-a1f7-d35114e82a0a,72,Female,Auto,50597.13,3174.78,47512.49,24,2021-02-14,e1dec496-41a9-4836-8761-8aee86f25e37,2023-03-03,10197.85,0,3,Medium
93091c1f-491e-49c4-a1f7-d35114e82a0a,72,Female,Auto,50597.13,3174.78,47512.49,24,2021-02-14,2ba82533-b730-4e95-bfb9-4ecd2d9fcbb1,2023-07-14,6017.52,0,3,Medium
af5002d6-b166-45d4-9657-b60e64248594,33,Male,Property,39869.89,2718.94,42244.22,20,2021-03-29,NoClaim,,0.0,0,0,Low
73e57e3a-0896-4069-baf8-334a0427cf3b,40,Female,Property,59816.3,1471.76,22805.38,4,2022-02-02,NoClaim,,0.0,0,0,Low
c6a41c8e-8cfb-4ddc-a295-0e37d5a563f2,46,Male,Health,46541.18,4537.4,76592.68,0,2024-05-16,NoClaim,,0.0,0,0,Low
0f2dcda5-130f-4974-868c-7ede9071b3f6,34,Male,Property,38408.08,1986.93,37590.7,1,2025-01-30,51dc4b88-f8d1-48af-8771-793f552442f5,2026-05-19,2971.6,0,5,High
0f2dcda5-130f-4974-868c-7ede9071b3f6,34,Male,Property,38408.08,1986.93,37590.7,1,2025-01-30,bef6e544-4dc3-4e64-bbca-f3f17207156a,2025-08-14,6788.17,0,5,High
0f2dcda5-130f-4974-868c-7ede9071b3f6,34,Male,Property,38408.08,1986.93,37590.7,1,2025-01-30,63f5b5d9-d5ba-4335-8108-5c3096d0b9fe,2025-04-08,7247.19,0,5,High
0f2dcda5-130f-4974-868c-7ede9071b3f6,34,Male,Property,38408.08,1986.93,37590.7,1,2025-01-30,bf2abdc8-8d4a-4351-bf2d-e7af94d114c6,2025-08-20,921.86,0,5,High
0f2dcda5-130f-4974-868c-7ede9071b3f6,34,Male,Property,38408.08,1986.93,37590.7,1,2025-01-30,33dedd40-8037-4f92-8b48-ba5f3a137d36,2026-06-19,8132.49,0,5,High
31b4e177-d669-4b26-b743-492d2d192373,80,Female,Auto,54247.69,4040.54,50001.93,24,2022-07-23,4ebc00a7-6932-45af-a288-b6654fb9618c,2023-01-02,6658.08,0,1,Medium
8d38ba3c-e655-4b07-b85d-fddcbd908a41,62,Other,Auto,55988.99,5261.37,100971.73,3,2021-09-23,67302fd2-05d7-41fd-a860-8e1b0aa00452,2023-08-09,1849.13,0,4,High
8d38ba3c-e655-4b07-b85d-fddcbd908a41,62,Other,Auto,55988.99,5261.37,100971.73,3,2021-09-23,d25cff77-7bf4-4546-9ee5-8cd0b30080e1,2024-06-19,2485.91,0,4,High
8d38ba3c-e655-4b07-b85d-fddcbd908a41,62,Other,Auto,55988.99,5261.37,100971.73,3,2021-09-23,0ef5a383-cf33-4444-a1e5-0691001b4f82,2023-10-28,3548.52,0,4,High
8d38ba3c-e655-4b07-b85d-fddcbd908a41,62,Other,Auto,55988.99,5261.37,100971.73,3,2021-09-23,fb634864-61bd-479d-a20b-54d42695565e,2022-10-15,55746.18,0,4,High
e4de8660-cda0-4615-93cb-36d7dc782c24,45,Male,Health,58442.38,2048.39,29982.22,0,2021-08-27,460249da-f5ad-4df8-add3-979914cb83c5,2023-02-09,7517.79,0,2,Medium
e4de8660-cda0-4615-93cb-36d7dc782c24,45,Male,Health,58442.38,2048.39,29982.22,0,2021-08-27,a4e3c6a6-6cf8-4051-aac4-b3d6be988ae6,2024-04-11,5064.91,0,2,Medium
b3662fff-4a15-4588-a2cb-f6aaea398556,30,Female,Auto,58158.17,3867.11,74216.7,9,2023-09-21,NoClaim,,0.0,0,0,Low
f95cb23a-d9a3-4a62-a442-81315af41cd4,67,Female,Auto,69733.4,1541.76,21221.77,0,2025-05-15,e47dd417-6337-4168-a6e9-778a0423c6f3,2027-09-18,5320.2,0,1,Medium
a09d3a60-c8ed-4087-9a0f-61d15a2c7e9f,30,Male,Auto,36083.59,884.41,16491.79,16,2021-01-12,4fb7f321-2a03-495d-b501-2f1f8a56e5c1,2022-05-13,1816.22,0,5,High
a09d3a60-c8ed-4087-9a0f-61d15a2c7e9f,30,Male,Auto,36083.59,884.41,16491.79,16,2021-01-12,19cc970c-bb64-4371-a15f-433fbb554d4b,2021-04-02,3282.89,0,5,High
a09d3a60-c8ed-4087-9a0f-61d15a2c7e9f,30,Male,Auto,36083.59,884.41,16491.79,16,2021-01-12,27da01b6-6eee-463f-89e2-d4af82c1d1f0,2022-05-05,6488.72,0,5,High
a09d3a60-c8ed-4087-9a0f-61d15a2c7e9f,30,Male,Auto,36083.59,884.41,16491.79,16,2021-01-12,6a0b2455-1a1d-4177-8989-daefb4768e15,2021-03-16,4245.14,0,5,High
a09d3a60-c8ed-4087-9a0f-61d15a2c7e9f,30,Male,Auto,36083.59,884.41,16491.79,16,2021-01-12,08b6e5c6-a578-463a-afd4-c118ca2871f9,2021-07-14,636.63,0,5,High
090182c3-ece5-4d03-a134-8296398ff889,71,Female,Property,51009.37,2276.15,41343.65,11,2023-12-04,NoClaim,,0.0,0,0,Low
e428e570-cc4d-432f-b1ef-cda06b1a2f6c,47,Female,Auto,69680.64,5318.47,64511.15,5,2024-10-24,b69a1aae-0e71-4646-b4af-700ae4a64675,2027-03-31,18946.43,0,2,Medium
e428e570-cc4d-432f-b1ef-cda06b1a2f6c,47,Female,Auto,69680.64,5318.47,64511.15,5,2024-10-24,e8571f11-b1c4-4e2e-8606-350e252af810,2025-07-29,10584.48,0,2,Medium
96473e0e-3338-4042-8c53-432c10eda4cf,41,Female,Health,80529.47,5618.29,104633.08,0,2023-09-01,NoClaim,,0.0,0,0,Low
d68f47d5-90e9-474e-bdbc-8b6a7f16b383,21,Male,Auto,34449.26,1954.34,38696.5,20,2025-01-02,3ac0895c-051b-4961-ac59-b84888b4c317,2027-05-29,5024.82,0,3,Medium
d68f47d5-90e9-474e-bdbc-8b6a7f16b383,21,Male,Auto,34449.26,1954.34,38696.5,20,2025-01-02,4eb94930-6bb1-4e24-a4ff-cc1afe894842,2027-07-20,9265.93,0,3,Medium
d68f47d5-90e9-474e-bdbc-8b6a7f16b383,21,Male,Auto,34449.26,1954.34,38696.5,20,2025-01-02,851c7f4f-fdea-4cd3-aa53-a734e734891e,2025-11-08,7411.89,0,3,Medium
5ce17bb2-b9fb-4a60-9c84-658ead71a689,20,Female,Life,59166.78,1998.98,23833.68,0,2022-05-18,45629694-f7d7-4cd9-b916-087f49ee5133,2023-12-14,3054.6,0,5,High
5ce17bb2-b9fb-4a60-9c84-658ead71a689,20,Female,Life,59166.78,1998.98,23833.68,0,2022-05-18,2e685c0c-2175-420f-b6cf-a9981f368e16,2024-08-18,231.15,0,5,High
5ce17bb2-b9fb-4a60-9c84-658ead71a689,20,Female,Life,59166.78,1998.98,23833.68,0,2022-05-18,ffc68efe-e8df-4281-acb7-cb60ee048eac,2023-01-16,5690.15,0,5,High
5ce17bb2-b9fb-4a60-9c84-658ead71a689,20,Female,Life,59166.78,1998.98,23833.68,0,2022-05-18,901d534b-a74a-4b12-ad8b-accc74251b07,2023-06-01,5467.18,0,5,High
5ce17bb2-b9fb-4a60-9c84-658ead71a689,20,Female,Life,59166.78,1998.98,23833.68,0,2022-05-18,b8502cd7-137d-4543-a71e-22aa831ad5a8,2022-08-03,3146.97,0,5,High
fc6e44b6-6760-400d-bbfb-83e941ebd915,43,Female,Life,48953.82,1798.95,24654.14,0,2023-11-18,NoClaim,,0.0,0,0,Low
097bb296-52cc-44ca-931a-0f107e031ac2,43,Female,Health,68692.57,3915.67,68425.14,0,2022-08-04,3fdfb893-4668-4c3b-85ed-ab4b1bf2904f,2024-11-16,25683.62,0,3,Medium
097bb296-52cc-44ca-931a-0f107e031ac2,43,Female,Health,68692.57,3915.67,68425.14,0,2022-08-04,fee30145-c9c4-4f70-a895-bf27b3f5fed9,2025-07-07,8161.07,0,3,Medium
097bb296-52cc-44ca-931a-0f107e031ac2,43,Female,Health,68692.57,3915.67,68425.14,0,2022-08-04,539424c7-803c-4d73-84c5-df20556b964d,2023-12-31,8647.82,0,3,Medium
cb9000d9-83dd-432e-8837-4f8086456cd9,56,Male,Property,61128.99,2363.08,31734.47,24,2020-10-09,NoClaim,,0.0,0,0,Low
522e7de4-8442-4573-b17e-74176afa3274,20,Female,Health,46874.87,1263.45,19420.54,0,2023-11-18,e4b349cd-b177-474e-8cf5-a77dd531a86e,2025-08-21,6326.89,0,1,Medium
e525841d-f0fb-4a85-b0a6-c83c82e48408,43,Female,Property,39021.49,1098.17,12660.31,22,2020-10-04,6a43a0d6-f59b-4fb9-be9c-afbdee94fbce,2023-04-20,1988.54,0,3,Medium
e525841d-f0fb-4a85-b0a6-c83c82e48408,43,Female,Property,39021.49,1098.17,12660.31,22,2020-10-04,0ef091f6-eb03-4a8d-9c42-9aa5711db82c,2023-10-02,69.47,0,3,Medium
e525841d-f0fb-4a85-b0a6-c83c82e48408,43,Female,Property,39021.49,1098.17,12660.31,22,2020-10-04,efe599e2-dbd1-4de6-8b4f-a278f9dca7bb,2023-05-11,2240.8,0,3,Medium
dda6eb4e-477d-4eb7-ae8a-5e4a43d71497,19,Female,Property,68444.54,6108.03,110987.3,16,2024-03-02,a0248504-301b-4c0c-8f57-411eb84ebb7c,2024-09-20,35126.79,0,3,Medium
dda6eb4e-477d-4eb7-ae8a-5e4a43d71497,19,Female,Property,68444.54,6108.03,110987.3,16,2024-03-02,23f22086-2d57-4a36-8ae3-d7a9eea76273,2025-02-20,21223.35,1,3,Medium
dda6eb4e-477d-4eb7-ae8a-5e4a43d71497,19,Female,Property,68444.54,6108.03,110987.3,16,2024-03-02,e1993f32-f486-46a6-987e-2b5de62f6550,2026-07-15,17943.38,0,3,Medium
901b1fd1-8474-482c-92cc-fff730e3c1a2,50,Female,Life,63895.84,2753.3,43536.23,0,2025-01-04,NoClaim,,0.0,0,0,Low
1697defc-d5f3-4fca-af04-320b4409f220,53,Male,Property,46435.25,1121.22,14986.28,9,2021-12-07,NoClaim,,0.0,0,0,Low
b8ca841e-8909-470b-94f1-1629ac389758,27,Other,Auto,51261.29,1594.53,15988.55,8,2024-05-17,88e92f12-f54d-4594-a806-05752571a1ba,2025-05-15,2490.73,0,3,Medium
b8ca841e-8909-470b-94f1-1629ac389758,27,Other,Auto,51261.29,1594.53,15988.55,8,2024-05-17,5db4458c-bdcb-48fd-b1aa-8f640402cd4b,2026-01-24,1667.28,0,3,Medium
b8ca841e-8909-470b-94f1-1629ac389758,27,Other,Auto,51261.29,1594.53,15988.55,8,2024-05-17,9acd71e3-b55f-4714-9042-2cccb1f4873f,2025-11-10,3148.61,0,3,Medium
e33cb9cc-545d-49b1-97a2-66a210cad7f6,39,Male,Auto,63913.6,1992.94,35778.61,13,2023-02-12,9fb6d1a2-11f2-49e5-a621-365cb8f399fb,2023-07-23,6405.06,0,3,Medium
e33cb9cc-545d-49b1-97a2-66a210cad7f6,39,Male,Auto,63913.6,1992.94,35778.61,13,2023-02-12,abe6c2bb-a96b-45fe-9e4c-2781feba005e,2023-06-10,4159.1,0,3,Medium
e33cb9cc-545d-49b1-97a2-66a210cad7f6,39,Male,Auto,63913.6,1992.94,35778.61,13,2023-02-12,07224b76-6dcf-4cbb-a8bf-bf51a254fa91,2024-11-18,2814.16,0,3,Medium
3febb857-1337-4f58-a54b-bb6f8c45a413,68,Female,Auto,60276.28,2325.28,44170.41,22,2024-07-28,917041fa-82ef-432d-acee-f8baf12d52f1,2027-07-01,7837.93,0,5,High
3febb857-1337-4f58-a54b-bb6f8c45a413,68,Female,Auto,60276.28,2325.28,44170.41,22,2024-07-28,65cfa1bb-4e2e-4447-81c3-7098a62cf966,2025-12-17,995.47,0,5,High
3febb857-1337-4f58-a54b-bb6f8c45a413,68,Female,Auto,60276.28,2325.28,44170.41,22,2024-07-28,6ddd289b-5f52-45b9-9acb-86918006d3c3,2025-10-20,22506.57,1,5,High
3febb857-1337-4f58-a54b-bb6f8c45a413,68,Female,Auto,60276.28,2325.28,44170.41,22,2024-07-28,22fd9d1a-e860-4e30-8616-b13308b7542d,2027-06-13,7912.22,0,5,High
3febb857-1337-4f58-a54b-bb6f8c45a413,68,Female,Auto,60276.28,2325.28,44170.41,22,2024-07-28,c45d5736-2924-45c6-a8a8-d3f5d0962286,2027-04-04,3265.75,0,5,High
7c06ee37-b25b-4f0c-8f59-178f33afd4f0,21,Female,Health,85146.56,5067.8,88921.36,0,2023-01-25,13530bf4-eca7-498d-8c6f-53e1f7e03258,2023-04-11,25110.2,0,5,High
7c06ee37-b25b-4f0c-8f59-178f33afd4f0,21,Female,Health,85146.56,5067.8,88921.36,0,2023-01-25,8b14a8b7-c00b-4b72-81a8-891b4cdafc86,2023-07-03,1827.63,0,5,High
7c06ee37-b25b-4f0c-8f59-178f33afd4f0,21,Female,Health,85146.56,5067.8,88921.36,0,2023-01-25,26517dcf-f72b-4961-bb8c-b53a60bc81c8,2024-11-11,6785.16,0,5,High
7c06ee37-b25b-4f0c-8f59-178f33afd4f0,21,Female,Health,85146.56,5067.8,88921.36,0,2023-01-25,f7a6b957-e3d1-4b8e-83dc-f8ccb7f623c4,2025-04-27,21388.2,0,5,High
7c06ee37-b25b-4f0c-8f59-178f33afd4f0,21,Female,Health,85146.56,5067.8,88921.36,0,2023-01-25,b66bf4c5-d920-48f2-b1f6-a558db481f01,2023-05-03,2176.63,0,5,High
49171728-7a4a-48a4-861c-6059119ae3ac,79,Female,Health,53895.84,2319.37,37456.73,0,2023-11-04,NoClaim,,0.0,0,0,Low
9c802035-5aeb-41f8-a565-0e1b8ce85488,57,Female,Auto,38216.94,1547.07,26703.89,10,2025-04-23,NoClaim,,0.0,0,0,Low
345a2385-ad00-423d-9d9d-ff01662c63ca,53,Female,Auto,63252.92,2036.94,32108.07,25,2024-10-18,e8c11186-20d9-46e1-af7d-8809ce2a174e,2027-02-08,9325.78,0,3,Medium
345a2385-ad00-423d-9d9d-ff01662c63ca,53,Female,Auto,63252.92,2036.94,32108.07,25,2024-10-18,565f2217-aa28-4d7c-830a-631277b0a4ff,2026-01-10,8895.05,0,3,Medium
345a2385-ad00-423d-9d9d-ff01662c63ca,53,Female,Auto,63252.92,2036.94,32108.07,25,2024-10-18,a273b883-4346-479f-be5e-d0b858f9c9db,2027-02-19,2052.2,0,3,Medium
d217499d-111b-4963-b674-3a160fa0c5f2,71,Female,Life,66631.75,4573.04,63076.21,0,2024-11-04,NoClaim,,0.0,0,0,Low
